employee_id,institution_id,institution_size,project_id,team_id,manager_id,job_role_id,duration_weeks,relative_effort,team_size,project_complexity,performance_score,predicted_performance_score,performance_class,predicted_performance_class,avg_overall_behavior_rating,overall_behavior_pattern,communication_pattern,collaboration_pattern,leadership_pattern,learning_pattern,productivity_pattern,manager_rating,peer_rating,subordinate_rating,overall_rating_avg,rating_variance,bias_flag,bias_type,fairness_score,text_bias_score,group_bias_score,manager_peer_gap,manager_subordinate_gap,peer_subordinate_gap,performance_rating_gap,behavior_performance_gap,conflict_score,conflict_flag,conflict_type,manager_dominance_score,peer_convergence_score,subordinate_suppression_score,social_protection_score,power_distance_risk_score,power_distance_risk,opinion_dynamics_pattern,culture_pattern,arbitration_decision,final_recommended_score,final_recommended_class,decision_explanation
E107,I10,large,P019,T19,E104,SE,20,400,8,2.5,64.13,64.18,Medium,Medium,3.8,Teamwork Development Required,Moderate Communication Pattern,Collaboration Support Needed,Strong Leadership Pattern,Moderate Learning Pattern,Stable Productivity Pattern,3.4,4.2,3.8,3.8,0.16,0,No Major Bias Detected,81.15,0.15,0.03,0.8,0.4,0.4,-11.87,-11.87,21.14,0,Manager-Peer Conflict,33.6,52,20.6,18.13,30.26,Low,Healthy Consensus Pattern,Biased Evaluation Culture,Accept Evaluation,72.28,Medium,Conflict type: Manager-Peer Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 30.26. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E108,I10,large,P019,T19,E104,SE,20,400,8,2.5,70.95,71.38,Medium,Medium,2.666666667,Teamwork Development Required,Moderate Communication Pattern,Collaboration Support Needed,Low Leadership Visibility,Moderate Learning Pattern,Stable Productivity Pattern,2.6,3,2.4,2.67,0.09,1,Possible Textual Subjectivity Bias,73,0.64,0.03,0.4,-0.2,0.6,17.55,17.62,26.59,1,Bias-Linked Conflict,45.77,45,16.59,3.6,31.22,Low,Mixed or Weak Opinion Dynamics Signal,Biased Evaluation Culture,Accept with Monitoring,64.32,Medium,Conflict type: Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 31.22. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept with Monitoring.
E109,I10,large,P019,T19,E104,QA,20,400,8,2.5,61.28,62.19,Medium,Medium,3.533333333,Learning-Oriented Contributor,Moderate Communication Pattern,Moderate Collaboration Pattern,Low Leadership Visibility,Active Learning Pattern,Stable Productivity Pattern,3.4,3.4,3.8,3.53,0.05,0,No Major Bias Detected,87.3,0.25,0.03,0,0.4,-0.4,-9.32,-9.39,9.67,0,No Major Conflict,40,48,18.44,3.7,30.02,Low,Healthy Consensus Pattern,Biased Evaluation Culture,Accept Evaluation,70.23,Medium,Conflict type: No Major Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 30.02. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E110,I10,large,P019,T19,E104,QA,20,400,8,2.5,64.93,65.43,Medium,Medium,3.6,Communication Development Required,Communication Improvement Needed,Moderate Collaboration Pattern,Strong Leadership Pattern,Moderate Learning Pattern,Stable Productivity Pattern,3.6,3.6,3.6,3.6,0,1,Possible Textual Subjectivity Bias,87.6,0.38,0.04,0,0,0,-7.07,-7.07,13.54,0,Bias-Linked Conflict,40,50,14.84,3.89,29.08,Low,Healthy Consensus Pattern,Biased Evaluation Culture,Accept Evaluation,72.29,Medium,Conflict type: Bias-Linked Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 29.08. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept Evaluation.
E111,I10,large,P019,T19,E104,DevOps,20,400,8,2.5,68.85,68.25,Medium,Medium,2.8,Learning-Oriented Contributor,Moderate Communication Pattern,Moderate Collaboration Pattern,Low Leadership Visibility,Active Learning Pattern,Stable Productivity Pattern,2.8,3,2.6,2.8,0.04,1,Possible Textual Subjectivity Bias,79.5,0.51,0.04,0.2,-0.2,0.4,12.85,12.85,21.22,0,Bias-Linked Conflict,44.91,46,13.17,1.8,29.65,Low,Mixed or Weak Opinion Dynamics Signal,Biased Evaluation Culture,Accept Evaluation,65.84,Medium,Conflict type: Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 29.65. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept Evaluation.
E112,I10,large,P020,T20,,PM,11,210,5,3.8,64.03,65.13,Medium,Medium,2.933333333,Communication Development Required,Communication Improvement Needed,Strong Team Collaboration Pattern,Low Leadership Visibility,Low Learning Engagement,Stable Productivity Pattern,3.2,3,2.6,2.93,0.09,1,Possible Textual Subjectivity Bias,76.9,0.44,0.05,-0.2,-0.6,0.4,5.43,5.36,22.5,0,Bias-Linked Conflict,39.62,50,12.94,0,27.88,Low,Mixed or Weak Opinion Dynamics Signal,Biased Evaluation Culture,Accept Evaluation,64.45,Medium,Conflict type: Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 27.88. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept Evaluation.
E113,I10,large,P020,T20,E112,SE,11,210,5,3.8,64.12,64.04,Medium,Medium,3.666666667,Balanced Contributor,Moderate Communication Pattern,Strong Team Collaboration Pattern,Emerging Leadership Pattern,Moderate Learning Pattern,Stable Productivity Pattern,3.8,3.8,3.4,3.67,0.05,1,Possible Textual Subjectivity Bias,81.8,0.4,0.07,0,-0.4,0.4,-9.28,-9.21,19.63,0,Bias-Linked Conflict,40,48,13.37,6.53,28.53,Low,Healthy Consensus Pattern,Biased Evaluation Culture,Accept Evaluation,71.35,Medium,Conflict type: Bias-Linked Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 28.53. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept Evaluation.
E114,I10,large,P020,T20,E112,SE,11,210,5,3.8,74.97,73.11,Medium,Medium,3,Teamwork Development Required,Moderate Communication Pattern,Collaboration Support Needed,Emerging Leadership Pattern,Moderate Learning Pattern,Stable Productivity Pattern,3.4,3,2.6,3,0.16,1,Possible Textual Subjectivity Bias,67.2,0.59,0.06,-0.4,-0.8,0.4,14.97,14.97,32.68,1,Manager-Subordinate Conflict; Bias-Linked Conflict,43.38,52,15.77,0,30.67,Low,Mixed or Weak Opinion Dynamics Signal,Biased Evaluation Culture,Accept with Monitoring,67.43,Medium,Conflict type: Manager-Subordinate Conflict; Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 30.67. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept with Monitoring.
E115,I10,large,P020,T20,E112,QA,11,210,5,3.8,62.27,64.44,Medium,Medium,2.866666667,Communication Development Required,Communication Improvement Needed,Collaboration Support Needed,Emerging Leadership Pattern,Moderate Learning Pattern,Stable Productivity Pattern,2.6,2.6,3.4,2.87,0.21,1,Possible Textual Subjectivity Bias,69.45,0.58,0.06,0,0.8,-0.8,4.87,4.94,24.65,0,Manager-Subordinate Conflict; Bias-Linked Conflict,46.16,46,23.12,0,33.46,Low,Mixed or Weak Opinion Dynamics Signal,Biased Evaluation Culture,Accept with Monitoring,61.74,Medium,Conflict type: Manager-Subordinate Conflict; Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 33.46. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept with Monitoring.
E116,I10,large,P020,T20,E112,DevOps,11,210,5,3.8,68.37,70.16,Medium,Medium,3.066666667,Balanced Contributor,Clear and Responsive Communicator,Moderate Collaboration Pattern,Low Leadership Visibility,Moderate Learning Pattern,Stable Productivity Pattern,3,3.6,2.6,3.07,0.25,0,No Major Bias Detected,77.35,0.23,0.06,0.6,-0.4,1,6.97,7.04,18.5,0,No Major Conflict,37.71,41,11.64,7.4,26.05,Low,Mixed or Weak Opinion Dynamics Signal,Biased Evaluation Culture,Accept Evaluation,67.36,Medium,Conflict type: No Major Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 26.05. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E117,I07,large,P021,T21,,PM,14,250,6,2.9,75.13,74.49,High,Medium,3.2,Teamwork Development Required,Moderate Communication Pattern,Collaboration Support Needed,Emerging Leadership Pattern,Low Learning Engagement,Stable Productivity Pattern,3,2.8,3.8,3.2,0.28,1,Possible Textual Subjectivity Bias,70.05,0.44,0.07,-0.2,0.8,-1,11.13,11.13,31.16,1,Manager-Subordinate Conflict; Bias-Linked Conflict,48.68,43,27.05,0,35.39,Moderate,Mixed or Weak Opinion Dynamics Signal,Biased Evaluation Culture,Accept with Monitoring,69.66,Medium,Conflict type: Manager-Subordinate Conflict; Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Moderate with score 35.39. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept with Monitoring.
E118,I07,large,P021,T21,E117,SE,14,250,6,2.9,72.3,69.49,Medium,Medium,2.733333333,Communication Development Required,Communication Improvement Needed,Collaboration Support Needed,Strong Leadership Pattern,Moderate Learning Pattern,Stable Productivity Pattern,2.6,3,2.6,2.73,0.05,1,Possible Textual Subjectivity Bias,78.25,0.51,0.08,0.4,0,0.4,17.7,17.63,23.84,0,Bias-Linked Conflict,46.58,48,14.18,3.6,31.15,Low,Mixed or Weak Opinion Dynamics Signal,Biased Evaluation Culture,Accept Evaluation,66.43,Medium,Conflict type: Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 31.15. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept Evaluation.
E119,I07,large,P021,T21,E117,SE,14,250,6,2.9,72.87,71.8,Medium,Medium,2.8,Teamwork Development Required,Moderate Communication Pattern,Collaboration Support Needed,Low Leadership Visibility,Low Learning Engagement,Stable Productivity Pattern,3.2,2.6,2.6,2.8,0.12,1,Possible Textual Subjectivity Bias,74.4,0.35,0.1,-0.6,-0.6,0,16.87,16.87,32.84,1,Bias-Linked Conflict,44.12,56,14.96,0,31.28,Low,Mixed or Weak Opinion Dynamics Signal,Biased Evaluation Culture,Accept with Monitoring,66.43,Medium,Conflict type: Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 31.28. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept with Monitoring.
E120,I07,large,P021,T21,E117,SE,14,250,6,2.9,65.42,66.51,Medium,Medium,2.866666667,Learning-Oriented Contributor,Moderate Communication Pattern,Moderate Collaboration Pattern,Emerging Leadership Pattern,Active Learning Pattern,Stable Productivity Pattern,3,3,2.6,2.87,0.05,1,Possible Textual Subjectivity Bias,75.25,0.61,0.08,0,-0.4,0.4,8.02,8.09,19.02,0,Bias-Linked Conflict,43.25,48,14.09,0,29.43,Low,Mixed or Weak Opinion Dynamics Signal,Biased Evaluation Culture,Accept Evaluation,64.16,Medium,Conflict type: Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 29.43. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept Evaluation.
E121,I07,large,P021,T21,E117,QA,14,250,6,2.9,63.98,64.4,Medium,Medium,3.333333333,Communication Development Required,Communication Improvement Needed,Moderate Collaboration Pattern,Strong Leadership Pattern,Moderate Learning Pattern,Stable Productivity Pattern,3.6,3,3.4,3.33,0.09,1,Possible Textual Subjectivity Bias,72.55,0.56,0.08,-0.6,-0.2,-0.4,-2.62,-2.69,21.12,0,Bias-Linked Conflict,36.39,50,18.04,0,28.37,Low,Mixed or Weak Opinion Dynamics Signal,Biased Evaluation Culture,Accept with Monitoring,66.76,Medium,Conflict type: Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 28.37. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept with Monitoring.
E122,I07,large,P021,T21,E117,DevOps,14,250,6,2.9,66.3,66.02,Medium,Medium,3.133333333,Balanced Contributor,Moderate Communication Pattern,Moderate Collaboration Pattern,Low Leadership Visibility,Moderate Learning Pattern,Stable Productivity Pattern,3.2,2.6,3.6,3.13,0.25,0,No Major Bias Detected,74.15,0.32,0.08,-0.6,0.4,-1,3.7,3.63,16.84,0,No Major Conflict,40.18,41,22.69,0,30.16,Low,Mixed or Weak Opinion Dynamics Signal,Biased Evaluation Culture,Accept with Monitoring,66.41,Medium,Conflict type: No Major Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 30.16. Bias status: No Major Bias Detected. Final recommendation: Accept with Monitoring.
E123,I06,medium,P022,T22,,PM,18,360,7,2.8,65.27,65.24,Medium,Medium,3.733333333,Learning-Oriented Contributor,Moderate Communication Pattern,Moderate Collaboration Pattern,Low Leadership Visibility,Active Learning Pattern,Stable Productivity Pattern,3.8,3.6,3.8,3.73,0.01,0,No Major Bias Detected,89.4,0.25,0.05,-0.2,0,-0.2,-9.33,-9.4,6.88,0,No Major Conflict,38.4,49,17.71,3.7,29.28,Low,Healthy Consensus Pattern,Mixed Culture,Accept Evaluation,73.84,Medium,Conflict type: No Major Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 29.28. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E124,I06,medium,P022,T22,E123,SE,18,360,7,2.8,69.53,69.44,Medium,Medium,3.733333333,Balanced Contributor,Moderate Communication Pattern,Strong Team Collaboration Pattern,Emerging Leadership Pattern,Low Learning Engagement,Stable Productivity Pattern,3.6,4,3.6,3.73,0.05,1,Possible Textual Subjectivity Bias,81.5,0.41,0.07,0.4,0,0.4,-5.07,-5.14,17.55,0,Bias-Linked Conflict,36.8,48,16.98,9.36,28.8,Low,Healthy Consensus Pattern,Mixed Culture,Accept Evaluation,73.97,Medium,Conflict type: Bias-Linked Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 28.8. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept Evaluation.
E125,I06,medium,P022,T22,E123,SE,18,360,7,2.8,59.63,64.5,Medium,Medium,3.133333333,Teamwork Development Required,Clear and Responsive Communicator,Collaboration Support Needed,Strong Leadership Pattern,Low Learning Engagement,Stable Productivity Pattern,3.6,2.6,3.2,3.13,0.25,0,No Major Bias Detected,73.6,0.24,0.07,-1,-0.4,-0.6,-2.97,-3.04,20.5,0,Manager-Peer Conflict,34.29,51,15.88,0,26.92,Low,Mixed or Weak Opinion Dynamics Signal,Mixed Culture,Accept with Monitoring,63.63,Medium,Conflict type: Manager-Peer Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 26.92. Bias status: No Major Bias Detected. Final recommendation: Accept with Monitoring.
E126,I06,medium,P022,T22,E123,SE,18,360,7,2.8,67.5,67.72,Medium,Medium,2.666666667,Teamwork Development Required,Moderate Communication Pattern,Collaboration Support Needed,Low Leadership Visibility,Active Learning Pattern,Stable Productivity Pattern,2,3,3,2.67,0.33,1,Possible Manager Underrating Bias; Possible Textual Subjectivity Bias,55,0.65,0.05,1,1,0,14.1,14.17,43.66,1,Manager-Peer Conflict; Manager-Subordinate Conflict; Bias-Linked Conflict,42.5,60,22.89,9,34.91,Low,Mixed or Weak Opinion Dynamics Signal,Mixed Culture,Request HR Review,60.34,Medium,Conflict type: Manager-Peer Conflict; Manager-Subordinate Conflict; Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 34.91. Bias status: Possible Manager Underrating Bias; Possible Textual Subjectivity Bias. Final recommendation: Request HR Review.
E127,I06,medium,P022,T22,E123,QA,18,360,7,2.8,69.12,69.33,Medium,Medium,2.4,Communication Development Required,Communication Improvement Needed,Collaboration Support Needed,Low Leadership Visibility,Moderate Learning Pattern,Stable Productivity Pattern,2,2.4,2.8,2.4,0.16,1,Possible Textual Subjectivity Bias,69,0.53,0.06,0.4,0.8,-0.4,21.12,21.12,35.76,1,Performance-Appraisal Conflict; Manager-Subordinate Conflict; Behavior-Performance Conflict; Bias-Linked Conflict,51.87,52,20.28,3.6,36.01,Moderate,Manager Dominance / High Power-Distance Pattern,Mixed Culture,Accept with Monitoring,60.65,Medium,Conflict type: Performance-Appraisal Conflict; Manager-Subordinate Conflict; Behavior-Performance Conflict; Bias-Linked Conflict. Opinion dynamics pattern: Manager Dominance / High Power-Distance Pattern. Power-distance risk is Moderate with score 36.01. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept with Monitoring.
E128,I06,medium,P022,T22,E123,QA,18,360,7,2.8,67.55,65.86,Medium,Medium,3.333333333,Communication Development Required,Communication Improvement Needed,Moderate Collaboration Pattern,Strong Leadership Pattern,Moderate Learning Pattern,Stable Productivity Pattern,3.8,3,3.2,3.33,0.17,0,No Major Bias Detected,74.7,0.27,0.07,-0.8,-0.6,-0.2,0.95,0.88,17.86,0,Manager-Peer Conflict,35.86,55,13.78,0,27.42,Low,Mixed or Weak Opinion Dynamics Signal,Mixed Culture,Accept with Monitoring,68.62,Medium,Conflict type: Manager-Peer Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 27.42. Bias status: No Major Bias Detected. Final recommendation: Accept with Monitoring.
E129,I06,medium,P022,T22,E123,DevOps,18,360,7,2.8,69.57,69.33,Medium,Medium,3.066666667,Communication Development Required,Communication Improvement Needed,Collaboration Support Needed,Low Leadership Visibility,Active Learning Pattern,Stable Productivity Pattern,3.4,2.8,3,3.07,0.09,1,Possible Textual Subjectivity Bias,74.15,0.47,0.06,-0.6,-0.4,-0.2,8.17,8.24,25.9,1,Bias-Linked Conflict,39.74,53,12.76,0,28.31,Low,Mixed or Weak Opinion Dynamics Signal,Mixed Culture,Accept with Monitoring,67.2,Medium,Conflict type: Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 28.31. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept with Monitoring.
E130,I09,medium,P023,T23,,PM,10,200,5,4,73.72,72.19,Medium,Medium,3.2,Learning-Oriented Contributor,Moderate Communication Pattern,Moderate Collaboration Pattern,Low Leadership Visibility,Active Learning Pattern,Stable Productivity Pattern,3.6,2.6,3.4,3.2,0.28,1,Possible Textual Subjectivity Bias,70.95,0.39,0.03,-1,-0.2,-0.8,9.72,9.72,32.46,1,Manager-Peer Conflict; Bias-Linked Conflict,39.03,48,19.74,0,29.72,Low,Mixed or Weak Opinion Dynamics Signal,Mixed Culture,Accept with Monitoring,69.28,Medium,Conflict type: Manager-Peer Conflict; Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 29.72. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept with Monitoring.
E131,I09,medium,P023,T23,E130,SE,10,200,5,4,65.7,65.73,Medium,Medium,3.066666667,Communication Development Required,Communication Improvement Needed,Collaboration Support Needed,Strong Leadership Pattern,Moderate Learning Pattern,Stable Productivity Pattern,3.2,3.2,2.8,3.07,0.05,0,No Major Bias Detected,88,0.21,0.05,0,-0.4,0.4,4.3,4.37,7.16,0,No Major Conflict,41.02,48,7.91,0,26.38,Low,Healthy Consensus Pattern,Mixed Culture,Accept Evaluation,68.42,Medium,Conflict type: No Major Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 26.38. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E132,I09,medium,P023,T23,E130,SE,10,200,5,4,67.2,66.2,Medium,Medium,3.2,Communication Development Required,Communication Improvement Needed,Moderate Collaboration Pattern,Low Leadership Visibility,Low Learning Engagement,Stable Productivity Pattern,3.4,3.2,3,3.2,0.04,0,No Major Bias Detected,83.7,0.3,0.06,-0.2,-0.4,0.2,3.2,3.2,8.4,0,No Major Conflict,39.36,51,8.28,0,26.29,Low,Healthy Consensus Pattern,Mixed Culture,Accept Evaluation,69.22,Medium,Conflict type: No Major Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 26.29. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E133,I09,medium,P023,T23,E130,QA,10,200,5,4,66.08,66.59,Medium,Medium,3.733333333,Collaborative Leader,Moderate Communication Pattern,Strong Team Collaboration Pattern,Strong Leadership Pattern,Moderate Learning Pattern,Stable Productivity Pattern,3.4,4.2,3.6,3.73,0.17,0,No Major Bias Detected,79.05,0.24,0.06,0.8,0.2,0.6,-8.52,-8.59,17.67,0,Manager-Peer Conflict,33.6,49,17.83,17.06,28.74,Low,Mixed or Weak Opinion Dynamics Signal,Mixed Culture,Accept Evaluation,72.1,Medium,Conflict type: Manager-Peer Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 28.74. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E134,I09,medium,P023,T23,E130,DevOps,10,200,5,4,66.25,66.02,Medium,Medium,4,Balanced Contributor,Clear and Responsive Communicator,Moderate Collaboration Pattern,Emerging Leadership Pattern,Moderate Learning Pattern,Stable Productivity Pattern,3.8,4.2,4,4,0.04,0,No Major Bias Detected,84.9,0.26,0.06,0.4,0.2,0.2,-13.75,-13.75,13.68,0,No Major Conflict,36.8,51,22.78,13.36,31.68,Low,Healthy Consensus Pattern,Mixed Culture,Accept Evaluation,75.48,High,Conflict type: No Major Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 31.68. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E135,I05,small,P024,T24,,PM,8,120,4,3.7,65.57,65.45,Medium,Medium,3.466666667,Learning-Oriented Contributor,Moderate Communication Pattern,Moderate Collaboration Pattern,Emerging Leadership Pattern,Active Learning Pattern,Stable Productivity Pattern,3.4,3.2,3.8,3.47,0.09,0,No Major Bias Detected,87.1,0.17,0.03,-0.2,0.4,-0.6,-3.83,-3.76,9.7,0,No Major Conflict,38.87,45,18.8,0,28.88,Low,Healthy Consensus Pattern,Mixed Culture,Accept Evaluation,71.39,Medium,Conflict type: No Major Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 28.88. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E136,I05,small,P024,T24,E135,SE,8,120,4,3.7,62.57,64.73,Medium,Medium,2.666666667,Communication Development Required,Communication Improvement Needed,Moderate Collaboration Pattern,Low Leadership Visibility,Active Learning Pattern,Stable Productivity Pattern,2.8,2.4,2.8,2.67,0.05,1,Possible Textual Subjectivity Bias,77.75,0.56,0.04,-0.4,0,-0.4,9.17,9.24,19.6,0,Bias-Linked Conflict,43.14,48,14.93,0,29.68,Low,Mixed or Weak Opinion Dynamics Signal,Mixed Culture,Accept Evaluation,61.92,Medium,Conflict type: Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 29.68. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept Evaluation.
E137,I05,small,P024,T24,E135,SE,8,120,4,3.7,71.23,70.47,Medium,Medium,3.4,Collaborative Leader,Communication Improvement Needed,Strong Team Collaboration Pattern,Strong Leadership Pattern,Low Learning Engagement,Stable Productivity Pattern,3.2,3.2,3.8,3.4,0.12,0,No Major Bias Detected,86.75,0.14,0.05,0,0.6,-0.6,3.23,3.23,10.02,0,No Major Conflict,44.34,47,19.49,0,31.61,Low,Healthy Consensus Pattern,Mixed Culture,Accept Evaluation,73.04,Medium,Conflict type: No Major Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 31.61. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E138,I05,small,P024,T24,E135,QA,8,120,4,3.7,62.53,63.03,Medium,Medium,4.333333333,Collaborative Leader,Moderate Communication Pattern,Strong Team Collaboration Pattern,Strong Leadership Pattern,Moderate Learning Pattern,Stable Productivity Pattern,4.4,4.2,4.4,4.33,0.01,0,No Major Bias Detected,93.05,0.12,0.06,-0.2,0,-0.2,-24.07,-24.14,14.25,0,Performance-Appraisal Conflict; Behavior-Performance Conflict,38.4,49,26.93,11.81,33.32,Low,Healthy Consensus Pattern,Mixed Culture,Accept Evaluation,78.28,High,Conflict type: Performance-Appraisal Conflict; Behavior-Performance Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 33.32. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E139,I01,large,P025,T25,,PM,12,260,5,4.3,71.03,69.58,Medium,Medium,2.866666667,Communication Development Required,Communication Improvement Needed,Moderate Collaboration Pattern,Low Leadership Visibility,Active Learning Pattern,Stable Productivity Pattern,2.4,3.2,3,2.87,0.17,1,Possible Textual Subjectivity Bias,65.9,0.58,0.05,0.8,0.6,0.2,13.63,13.7,34.23,1,Manager-Peer Conflict; Bias-Linked Conflict,42.62,55,17.36,7.2,32.09,Low,Mixed or Weak Opinion Dynamics Signal,Mixed Culture,Accept with Monitoring,64.54,Medium,Conflict type: Manager-Peer Conflict; Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 32.09. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept with Monitoring.
E140,I01,large,P025,T25,E139,SE,12,260,5,4.3,58.85,59.8,Medium,Medium,3.733333333,Learning-Oriented Contributor,Moderate Communication Pattern,Moderate Collaboration Pattern,Strong Leadership Pattern,Active Learning Pattern,Stable Productivity Pattern,3.4,3.6,4.2,3.73,0.17,0,No Major Bias Detected,78.8,0.24,0.07,0.2,0.8,-0.6,-15.75,-15.82,21.29,0,Manager-Subordinate Conflict,38.4,49,28.42,9.03,33.56,Low,Mixed or Weak Opinion Dynamics Signal,Mixed Culture,Accept Evaluation,69.16,Medium,Conflict type: Manager-Subordinate Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 33.56. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E141,I01,large,P025,T25,E139,SE,12,260,5,4.3,66.83,67.6,Medium,Medium,2.933333333,Teamwork Development Required,Moderate Communication Pattern,Collaboration Support Needed,Emerging Leadership Pattern,Moderate Learning Pattern,Stable Productivity Pattern,3.4,3,2.4,2.93,0.25,1,Possible Textual Subjectivity Bias,58.3,0.75,0.07,-0.4,-1,0.6,8.23,8.16,33.1,1,Manager-Subordinate Conflict; Bias-Linked Conflict,38.85,51,19.45,0,30,Low,Mixed or Weak Opinion Dynamics Signal,Mixed Culture,Request HR Review,59.85,Medium,Conflict type: Manager-Subordinate Conflict; Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 30.0. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Request HR Review.
